speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId
turvul,Turkey Vulture,Cathartes aura,L38392611,Ferndale (town),2024-12-01 13:02,4.0,40.5759986,-124.2631391,True,False,True,S204261585
turvul,Turkey Vulture,Cathartes aura,L36417842,"Reinhardt Redwood Regional Park, Orinda US-CA 37.82774, -122.18428",2024-12-01 13:01,2.0,37.827744,-122.184279,True,False,True,S204233534
turvul,Turkey Vulture,Cathartes aura,L337098,Don Edwards NWR--New Chicago Marsh,2024-12-01 13:00,6.0,37.4378422,-121.9631109,True,False,False,S204249534
turvul,Turkey Vulture,Cathartes aura,L599857,Pinto Lake CP,2024-12-01 13:00,1.0,36.9600428,-121.7723322,True,False,False,S204234746
turvul,Turkey Vulture,Cathartes aura,L453386,Pt. Reyes--Fish Docks (DO NOT INCLUDE Chimney Rock area),2024-12-01 12:58,3.0,37.9956216,-122.9782104,True,False,False,S204237386
turvul,Turkey Vulture,Cathartes aura,L732299,Hansen Dam,2024-12-01 12:58,4.0,34.2670624,-118.385067,True,False,False,S204237557
turvul,Turkey Vulture,Cathartes aura,L4142809,Cabot-Forbes Path,2024-12-01 12:57,1.0,33.562862,-117.6755512,True,False,False,S204238993
turvul,Turkey Vulture,Cathartes aura,L213999,Laguna Niguel Regional Park,2024-12-01 12:55,1.0,33.5494066,-117.709837,True,False,False,S204229039
turvul,Turkey Vulture,Cathartes aura,L3245340,Doran Park jetty,2024-12-01 12:53,1.0,38.3058335,-123.0527544,True,False,True,S204225129
turvul,Turkey Vulture,Cathartes aura,L1412060,Kinevan Rd.,2024-12-01 12:49,1.0,34.5069163,-119.8225639,True,False,False,S204241749
turvul,Turkey Vulture,Cathartes aura,L1289459,Landfill Loop Trail,2024-12-01 12:48,6.0,37.9681009,-122.3808324,True,False,False,S204248157
turvul,Turkey Vulture,Cathartes aura,L1228164,Niland Boat Launch,2024-12-01 12:46,1.0,33.3387838,-115.6670022,True,False,False,S204225262
turvul,Turkey Vulture,Cathartes aura,L38384698,"US-101, Willits US-CA 39.40335, -123.34400",2024-12-01 12:45,20.0,39.40335,-123.344003,True,False,True,S204222617
turvul,Turkey Vulture,Cathartes aura,L730351,Charleston Slough/Coast Casey Forebay,2024-12-01 12:45,3.0,37.4359191,-122.098918,True,False,False,S204232968
turvul,Turkey Vulture,Cathartes aura,L448084,Woodland WTP,2024-12-01 12:37,1.0,38.6624345,-121.7173585,True,False,False,S204224322
turvul,Turkey Vulture,Cathartes aura,L8349862,Hwy 45--south of County Line Rd.,2024-12-01 12:35,2.0,38.915808,-121.843472,True,False,False,S204259164
turvul,Turkey Vulture,Cathartes aura,L1233040,San Francisco Bay Trail--Glen Cove,2024-12-01 12:35,4.0,38.0656795,-122.2103477,True,False,False,S204228022
turvul,Turkey Vulture,Cathartes aura,L303151,Sobrante Ridge Regional Park,2024-12-01 12:33,5.0,37.9642888,-122.2585644,True,False,False,S204254255
turvul,Turkey Vulture,Cathartes aura,L791702,Pacific Commons Linear Park,2024-12-01 12:32,1.0,37.4951201,-121.9796026,True,False,False,S204232131
turvul,Turkey Vulture,Cathartes aura,L2316709,Ellis Creek Water Recycling Facility,2024-12-01 12:31,1.0,38.2251678,-122.5838828,True,False,False,S204232113
turvul,Turkey Vulture,Cathartes aura,L389488,Medeiros Parkway--Arroyo Mocho Trail,2024-12-01 12:30,1.0,37.6721022,-121.7732763,True,False,False,S204226044
turvul,Turkey Vulture,Cathartes aura,L1405409,Bethel Island,2024-12-01 12:30,8.0,38.0320688,-121.6374509,True,False,False,S204258550
turvul,Turkey Vulture,Cathartes aura,L336013,Lake Los Carneros Park,2024-12-01 12:30,4.0,34.44322,-119.84975,True,False,False,S204231986
turvul,Turkey Vulture,Cathartes aura,L38217082,"10387 Moonshine Road, Sebastopol, California, US (38.35, -122.875) Erica And Barry's Place",2024-12-01 12:29,1.0,38.3503764,-122.8746287,True,False,True,S204248420
turvul,Turkey Vulture,Cathartes aura,L9757179,Stanford University--museum area,2024-12-01 12:25,1.0,37.43293,-122.1702111,True,False,False,S204231660
turvul,Turkey Vulture,Cathartes aura,L6698146,Rich Stallcup Viewing Platform,2024-12-01 12:23,4.0,38.31465,-123.04425,True,False,True,S204221275
turvul,Turkey Vulture,Cathartes aura,L608908,Fort Ross SHP,2024-12-01 12:22,1.0,38.5160045,-123.2451653,True,False,False,S204228207
turvul,Turkey Vulture,Cathartes aura,L218324,Pt. Reyes--Abbotts Lagoon,2024-12-01 12:20,4.0,38.1190611,-122.9522467,True,False,False,S204284494
turvul,Turkey Vulture,Cathartes aura,L168182,Turtle Bay Bird Sanctuary,2024-12-01 12:18,21.0,40.590874,-122.370476,True,False,False,S204228362
turvul,Turkey Vulture,Cathartes aura,L840634,Irvine Regional Park,2024-12-01 12:15,1.0,33.7968382,-117.7532673,True,False,False,S204256366
turvul,Turkey Vulture,Cathartes aura,L279302,Santa Clara Valley Water District,2024-12-01 12:15,1.0,37.2480176,-121.8728828,True,False,False,S204247715
turvul,Turkey Vulture,Cathartes aura,L232858,Byxbee Park,2024-12-01 12:12,1.0,37.4510644,-122.1055913,True,False,False,S204228223
turvul,Turkey Vulture,Cathartes aura,L152122,Palo Alto Baylands,2024-12-01 12:10,3.0,37.459167,-122.10445,True,False,False,S204236124
turvul,Turkey Vulture,Cathartes aura,L354397,Big Dalton Canyon,2024-12-01 12:09,5.0,34.1593292,-117.8257411,True,False,False,S204231109
turvul,Turkey Vulture,Cathartes aura,L597658,Malibu Lagoon--State Beach including Lagoon,2024-12-01 12:08,1.0,34.0333857,-118.6822987,True,False,False,S204261901
turvul,Turkey Vulture,Cathartes aura,L38384082,Alisos Road N of Happy Canyon Rd,2024-12-01 12:03,3.0,34.6234403,-120.0014418,True,False,True,S204220015
turvul,Turkey Vulture,Cathartes aura,L216132,Coyote Hills Regional Park,2024-12-01 12:00,2.0,37.553764,-122.0875025,True,False,False,S204252691
turvul,Turkey Vulture,Cathartes aura,L23353697,"Creek, Paso Robles",2024-12-01 11:59,1.0,35.605007,-120.669005,True,False,True,S204232023
turvul,Turkey Vulture,Cathartes aura,L7489448,Monte Bello OSP--Canyon Trail,2024-12-01 11:57,1.0,37.3218847,-122.1721912,True,False,False,S204236942
turvul,Turkey Vulture,Cathartes aura,L271485,Arcata Marsh--Oxidation Ponds,2024-12-01 11:55,2.0,40.8511728,-124.0891591,True,False,False,S204231917
turvul,Turkey Vulture,Cathartes aura,L923968,Jenner Headlands Preserve -- Hawkwatch location and upper trails,2024-12-01 11:51,2.0,38.465574,-123.1281805,True,False,False,S204241945
turvul,Turkey Vulture,Cathartes aura,L22182807,Coyote Creek @ Metcalf,2024-12-01 11:50,3.0,37.2272767,-121.7511446,True,False,True,S204225787
turvul,Turkey Vulture,Cathartes aura,L224081,Hawk Hill,2024-12-01 11:50,3.0,37.8281456,-122.4991411,True,False,False,S204240808
turvul,Turkey Vulture,Cathartes aura,L870863,Golden Gate Park--Elk Glen Lake,2024-12-01 11:49,1.0,37.7675841,-122.4818716,True,False,False,S204231336
turvul,Turkey Vulture,Cathartes aura,L2802647,Santa Barbara Shores County Park,2024-12-01 11:47,1.0,34.4218678,-119.8967171,True,False,False,S204295828
turvul,Turkey Vulture,Cathartes aura,L225431,Hayward Regional Shoreline,2024-12-01 11:45,4.0,37.6419316,-122.1517012,True,False,False,S204239828
turvul,Turkey Vulture,Cathartes aura,L989047,"South Richmond Marshes (Stege, Hoffman) and Meeker Slough",2024-12-01 11:44,1.0,37.9090901,-122.3329122,True,False,False,S204242868
turvul,Turkey Vulture,Cathartes aura,L1021000,Desmond Rd.,2024-12-01 11:37,9.0,38.2757881,-121.4318419,True,False,False,S204214592
turvul,Turkey Vulture,Cathartes aura,L13090085,Terra Linda/Sleepy Hollow Open Space Preserve,2024-12-01 11:37,2.0,38.0087229,-122.5701948,True,False,True,S204299714
turvul,Turkey Vulture,Cathartes aura,L373414,Arcata Marsh--Butcher Slough log pond,2024-12-01 11:37,,40.860077,-124.0907907,True,False,False,S204219281
turvul,Turkey Vulture,Cathartes aura,L348666,Carmel River--Hwy 1 riparian (wading) and/or permit-only Odello,2024-12-01 11:33,10.0,36.5388333,-121.9166732,True,False,False,S204242380
turvul,Turkey Vulture,Cathartes aura,L256022,Moss Landing Wildlife Area (former salt ponds; some access restricted),2024-12-01 11:32,16.0,36.8171904,-121.7794888,True,False,False,S204240960
turvul,Turkey Vulture,Cathartes aura,L5521750,Galt Community Park & Nature Area,2024-12-01 11:32,1.0,38.278168,-121.291862,True,False,False,S204256506
turvul,Turkey Vulture,Cathartes aura,L2248482,Don Edwards NWR--No Name Trail,2024-12-01 11:30,2.0,37.5464008,-122.0973837,True,False,False,S204252281
turvul,Turkey Vulture,Cathartes aura,L470891,Hayward Regional Shoreline--Winton Ave. access and parking area,2024-12-01 11:30,5.0,37.6465875,-122.1467042,True,False,False,S204258994
turvul,Turkey Vulture,Cathartes aura,L808568,Putah Creek--Hwy 128 Bridge (SOL Co.),2024-12-01 11:30,1.0,38.5125206,-122.0956242,True,False,False,S204228698
turvul,Turkey Vulture,Cathartes aura,L13682244,Cosumnes River Preserve,2024-12-01 11:27,5.0,38.26283,-121.435079,True,False,True,S204232510
turvul,Turkey Vulture,Cathartes aura,L14790681,Palo Alto Flood Control Basin--E. Bayshore Rd. ponds,2024-12-01 11:26,2.0,37.4357271,-122.1061825,True,False,False,S204219791
turvul,Turkey Vulture,Cathartes aura,L367318,Happy Canyon Road--lower (6 miles),2024-12-01 11:23,3.0,34.6204067,-120.0126958,True,False,False,S204217533
turvul,Turkey Vulture,Cathartes aura,L167991,Batiquitos Lagoon--north side trails,2024-12-01 11:22,1.0,33.091669,-117.2960981,True,False,False,S204236298
turvul,Turkey Vulture,Cathartes aura,L1028957,Malibu Legacy Park,2024-12-01 11:19,1.0,34.0355906,-118.6890578,True,False,False,S204248279
turvul,Turkey Vulture,Cathartes aura,L4896569,Campesino Place,2024-12-01 11:19,2.0,33.1870206,-117.3381042,True,False,True,S204212333
turvul,Turkey Vulture,Cathartes aura,L38384448,"Summerwood Winery, 2175 Arbor Rd, Paso Robles",2024-12-01 11:16,4.0,35.583942,-120.714994,True,False,True,S204221658
turvul,Turkey Vulture,Cathartes aura,L1765276,Mt. Diablo SP--Rock City,2024-12-01 11:16,2.0,37.8507242,-121.9318808,True,False,False,S204243327
turvul,Turkey Vulture,Cathartes aura,L8098289,Road 98A,2024-12-01 11:15,7.0,38.8535139,-121.787778,True,False,False,S204259023
turvul,Turkey Vulture,Cathartes aura,L38385284,"7905 Sandholdt Rd, Moss Landing US-CA 36.80000, -121.78634",2024-12-01 11:15,1.0,36.800005,-121.786342,True,False,True,S204225127
turvul,Turkey Vulture,Cathartes aura,L230931,Huntington Botanical Gardens,2024-12-01 11:12,1.0,34.1288701,-118.114462,True,False,False,S204247127
turvul,Turkey Vulture,Cathartes aura,L419284,Armour Ranch Rd.,2024-12-01 11:12,2.0,34.6103232,-120.0399256,True,False,False,S204212533
turvul,Turkey Vulture,Cathartes aura,L38382153,"I-80 E, Vallejo US-CA (38.1572,-122.2129)",2024-12-01 11:11,1.0,38.157244,-122.21288,True,False,True,S204211484
turvul,Turkey Vulture,Cathartes aura,L842015,Arcata Bottoms--Upper Bay/Lanphere Rd.,2024-12-01 11:09,2.0,40.8977654,-124.1150379,True,False,False,S204237798
turvul,Turkey Vulture,Cathartes aura,L6569087,Cross Rd.,2024-12-01 11:08,5.0,37.6752181,-121.663928,True,False,False,S204213097
turvul,Turkey Vulture,Cathartes aura,L1413444,Ferndale Bottoms--Camp Weott Rd.,2024-12-01 11:06,8.0,40.6142327,-124.2936076,True,False,False,S204226686
turvul,Turkey Vulture,Cathartes aura,L130809,Pt. Reyes--Lighthouse,2024-12-01 11:05,1.0,37.996,-123.022,True,False,False,S204251621
turvul,Turkey Vulture,Cathartes aura,L422795,Meiss Rd.,2024-12-01 11:01,3.0,38.4467324,-121.0849142,True,False,False,S204214716
